""	"date"	"site"	"depth"	"depthtype"	"Library"	"Sequences"	"depth_m"	"monthyear"	"yearmonth"	"prehurricane"	"disease"	"disturbance"	"temp"	"salinity"	"npoc"	"tn"	"po4"	"no2no3"	"silicate"	"no2"	"nh4"	"Chl"	"Phaeo"	"pro"	"syn"	"peuk"	"hbact"	"BleachCoral"	"CCA"	"CYAN"	"DiseasedCoral"	"HardCoral"	"Macroalgae"	"Other"	"Ramicrusta"	"SoftCoral"	"Sponge"	"Substrate"	"TurfAlgae"	"is.neg"
"1118"	"6/25/22"	"Joels Shoal"	"Benthic"	"benthic"	"G2"	" 46852"	"11.30"	"2022June"	"2022-06"	"No"	"Yes"	"disease"	NA	NA	"114.300"	" 5.600"	"0.0800"	" 0.3000"	" 0.4000"	" 0.0300"	" 0.4000"	"0.22025059"	"0.08894268"	NA	NA	NA	NA	"0.01"	"0.06000000"	"0.03000000"	"0.00000000"	"0.05000000"	"0.17000000"	"0.07333333"	"0.22250000"	"0.13500000"	"0.09000000"	"0.1200000"	"0.15750000"	"FALSE"
"1158"	"6/29/22"	"Europa"	"Surface"	"surface"	"G2"	" 57450"	" 0.50"	"2022June"	"2022-06"	"No"	"Yes"	"disease"	NA	NA	"105.400"	" 5.000"	"0.0800"	" 0.0000"	" 0.1000"	" 0.0000"	" 0.2900"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"612"	"11/5/18"	"Tektite"	"Benthic"	"benthic"	"H2"	" 40886"	" 9.85"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.61000"	"33.10000"	" 86.132"	" 4.864"	"0.1399"	" 1.5949"	" 3.4508"	" 0.0053"	" 0.4308"	"0.15699038"	"0.14522822"	" 60441"	" 16861"	" 1097"	" 645834"	"0.00"	"0.03000000"	"0.07600000"	"0.00000000"	"0.21500000"	"0.35333333"	"0.09200000"	"0.10333333"	"0.02000000"	"0.02333333"	"0.1916667"	"0.03500000"	"FALSE"
"242"	"3/25/17"	"Booby Rock"	"Benthic"	"benthic"	"H2"	" 55135"	" 5.86"	"2017March"	"2017-03"	"Yes"	"No"	"historic"	"26.53000"	"36.76000"	" 76.524"	" 6.100"	"0.1760"	" 0.2802"	" 1.2240"	" 0.0348"	" 0.1325"	"0.16669060"	"0.09538658"	" 23766"	" 47967"	" 1350"	" 455386"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"823"	"8/7/20"	"Joels Shoal"	"Benthic"	"benthic"	"F2"	" 39750"	"11.30"	"2020August"	"2020-08"	"No"	"Yes"	"disease"	"29.47000"	"35.48000"	" 81.700"	" 8.800"	"0.0490"	" 0.1705"	" 2.2456"	" 0.0258"	" 0.3434"	"0.08588233"	"0.04982982"	" 70762"	" 15324"	"  486"	" 491224"	"0.00"	"0.04400000"	"0.04500000"	"0.01500000"	"0.06600000"	"0.06600000"	"0.04800000"	"0.30600000"	"0.12400000"	"0.14400000"	"0.0275000"	"0.15600000"	"FALSE"
"288"	"3/27/17"	"Cocoloba"	"Benthic"	"benthic"	"G2"	" 60600"	" 7.01"	"2017March"	"2017-03"	"Yes"	"No"	"historic"	"26.57000"	"36.66000"	" 70.077"	" 6.416"	"0.1675"	" 0.2153"	" 1.1248"	" 0.0312"	" 0.1020"	"0.12418832"	"0.08596600"	" 19434"	" 64617"	" 2095"	" 456117"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"587"	"4/13/18"	"Joels Shoal"	"Benthic"	"benthic"	"G2"	" 65846"	"14.33"	"2018April"	"2018-04"	"No"	"No"	"hurricane"	"27.16000"	"36.52000"	" 75.026"	" 6.087"	"0.1892"	" 0.0621"	" 1.4236"	" 0.0262"	" 0.3553"	"0.16184049"	"0.09226256"	" 40880"	" 74686"	" 1069"	" 533756"	"0.00"	"0.00000000"	"0.03000000"	"0.01000000"	"0.15666667"	"0.11333333"	"0.06200000"	"0.08333333"	"0.19666667"	"0.09333333"	"0.1950000"	"0.11000000"	"FALSE"
"USVI63"	"6/11/16"	"Cocoloba"	"Benthic"	"benthic"	"L2"	" 39330"	" 9.08"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.55000"	"36.42000"	" 74.543"	" 4.541"	"0.0192"	" 0.1066"	" 1.2232"	" 0.0163"	" 0.2645"	"1.26500000"	NA	" 45408"	" 41470"	" 1139"	" 558464"	"0.00"	"0.00000000"	"0.01000000"	"0.00000000"	"0.03333333"	"0.39333333"	"0.01000000"	"0.00000000"	"0.04600000"	"0.01333333"	"0.5233333"	"0.00000000"	"FALSE"
"USVI136"	"10/28/16"	"Joels Shoal"	"Surface"	"surface"	"L2"	" 54607"	" 0.50"	"2016October"	"2016-10"	"Yes"	"No"	"historic"	"29.56000"	"35.73000"	"132.941"	" 6.574"	"0.0322"	" 0.0105"	" 1.1961"	" 0.0074"	" 0.0088"	NA	NA	" 40050"	"115411"	" 1561"	" 847139"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"1117"	"6/25/22"	"Cocoloba"	"Surface"	"surface"	"F2"	" 52981"	" 0.50"	"2022June"	"2022-06"	"No"	"Yes"	"disease"	NA	NA	" 76.200"	" 6.500"	"0.0800"	" 0.2000"	" 0.6000"	" 0.0200"	" 0.3100"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI94"	"6/12/16"	"Booby Rock"	"Surface"	"surface"	"L2"	" 43845"	" 0.50"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.62000"	"36.34000"	" 77.403"	" 4.965"	"0.0207"	" 0.1955"	" 1.5080"	"-0.0055"	" 0.0406"	"0.16000000"	NA	" 98888"	" 35030"	" 1547"	" 679416"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"654"	"11/6/18"	"Joels Shoal"	"Benthic"	"benthic"	"F2"	" 53280"	"16.00"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.57000"	"33.42000"	" 82.584"	" 3.380"	"0.1657"	" 0.7790"	" 3.4203"	" 0.0157"	"-0.0129"	"0.19854816"	"0.12872235"	"122470"	"111628"	" 2123"	" 885375"	"0.01"	"0.01666667"	"0.00000000"	"0.02000000"	"0.10833333"	"0.06400000"	"0.04333333"	"0.27600000"	"0.14833333"	"0.09166667"	"0.2900000"	"0.06500000"	"FALSE"
"879"	"8/10/20"	"Booby Rock"	"Surface"	"surface"	"H2"	" 59031"	" 0.50"	"2020August"	"2020-08"	"No"	"Yes"	"disease"	"29.39000"	"35.73000"	" 79.200"	" 7.500"	"0.0579"	" 0.0451"	" 2.2527"	" 0.0240"	" 0.1848"	"0.14983201"	"0.05508151"	" 67033"	" 42426"	"  775"	" 664118"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"60"	"6/11/16"	"Cocoloba"	"Benthic"	"benthic"	"H2"	" 49409"	" 9.08"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.55000"	"36.42000"	" 75.787"	" 4.187"	"0.0266"	" 0.1232"	" 1.2238"	" 0.0193"	" 0.0421"	"1.26500000"	NA	" 55406"	" 41709"	" 1125"	" 620213"	"0.00"	"0.00000000"	"0.01000000"	"0.00000000"	"0.03333333"	"0.39333333"	"0.01000000"	"0.00000000"	"0.04600000"	"0.01333333"	"0.5233333"	"0.00000000"	"FALSE"
"1004"	"10/20/21"	"Europa"	"Surface"	"surface"	"H2"	" 55451"	" 0.50"	"2021October"	"2021-10"	"No"	"Yes"	"disease"	"30.29704"	"34.87994"	" 73.700"	" 8.900"	"0.1000"	" 0.6000"	" 0.5000"	" 0.0500"	" 0.5100"	NA	NA	"  2285"	" 55530"	" 2035"	" 608000"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"413"	"7/29/17"	"Booby Rock"	"Benthic"	"benthic"	"G2"	" 42826"	" 9.01"	"2017July"	"2017-07"	"Yes"	"No"	"historic"	"29.27000"	"34.94000"	" 79.438"	" 7.721"	"0.1626"	" 0.0436"	" 8.3952"	"-0.0050"	" 0.0748"	"0.21836979"	"0.10747843"	" 84853"	" 35494"	" 1294"	" 778472"	"0.00"	"0.00000000"	"0.02500000"	"0.00000000"	"0.16333333"	"0.11833333"	"0.04000000"	"0.07000000"	"0.26166667"	"0.07833333"	"0.2683333"	"0.06000000"	"FALSE"
"343"	"7/27/17"	"Joels Shoal"	"Surface"	"surface"	"F2"	" 48013"	" 0.50"	"2017July"	"2017-07"	"Yes"	"No"	"historic"	"29.20000"	"34.93000"	" 81.019"	" 9.472"	"0.1518"	" 0.2105"	" 2.2374"	" 0.0309"	" 0.1597"	NA	NA	"122470"	" 23147"	" 1617"	" 866798"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"435"	"11/27/17"	"Ram Head"	"Surface"	"surface"	"F2"	" 56732"	" 0.50"	"2017November"	"2017-11"	"No"	"No"	"hurricane"	NA	NA	" 77.294"	" 8.907"	"0.1743"	" 0.1968"	" 2.2884"	" 0.0329"	" 0.1561"	NA	NA	" 34495"	" 40247"	"  773"	" 540591"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"824"	"8/7/20"	"Cocoloba"	"Surface"	"surface"	"G2"	" 61602"	" 0.50"	"2020August"	"2020-08"	"No"	"Yes"	"disease"	"29.33000"	"35.35000"	" 79.500"	" 7.300"	"0.0534"	" 0.0255"	" 2.0342"	" 0.0235"	" 0.2699"	"0.08140544"	"0.04039586"	" 65707"	" 15455"	"  315"	" 482243"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI24"	"6/10/16"	"Tektite"	"Surface"	"surface"	"L2"	" 55145"	" 0.50"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.59000"	"36.24000"	" 73.103"	" 5.948"	"0.0810"	" 0.2462"	" 1.2262"	" 0.0616"	" 0.2597"	"0.15200000"	NA	" 60623"	" 43355"	"  956"	" 547552"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI27"	"6/10/16"	"Tektite"	"Surface"	"surface"	"L2"	" 62606"	" 0.50"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.59000"	"36.24000"	" 75.217"	" 6.425"	"0.0648"	" 0.2435"	" 1.2261"	" 0.0313"	" 0.1988"	"0.15200000"	NA	" 40655"	" 41048"	"  900"	" 471080"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"910"	"1/18/21"	"Ram Head"	"Benthic"	"benthic"	"H2"	" 58789"	" 7.00"	"2021January"	"2021-01"	"No"	"Yes"	"disease"	"26.65000"	"35.65000"	" 78.200"	" 8.500"	"0.0823"	" 0.1134"	" 0.4213"	" 0.0308"	" 0.5419"	"0.34377574"	"0.14372725"	" 17648"	" 69016"	" 1379"	" 718821"	"0.00"	"0.06000000"	"0.03333333"	"0.00000000"	"0.11750000"	"0.15500000"	"0.05000000"	"0.08500000"	"0.09500000"	"0.16750000"	"0.0725000"	"0.18750000"	"FALSE"
"671"	"11/6/18"	"Joels Shoal"	"Surface"	"surface"	"H2"	" 61966"	" 0.50"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.54000"	"33.14000"	" 88.023"	" 5.578"	"0.1786"	" 1.2727"	" 3.4183"	" 0.0232"	" 0.1195"	NA	NA	"109673"	"111502"	" 1688"	" 820983"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"1052"	"10/23/21"	"Ram Head"	"Surface"	"surface"	"H2"	" 61473"	" 0.50"	"2021October"	"2021-10"	"No"	"Yes"	"disease"	"29.29664"	"34.36653"	" 87.300"	" 7.800"	"0.0700"	" 0.1000"	" 3.0000"	" 0.0100"	" 0.2100"	NA	NA	" 51486"	" 82961"	" 1956"	" 912000"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"880"	"8/10/20"	"Booby Rock"	"Benthic"	"benthic"	"F2"	" 56673"	"11.00"	"2020August"	"2020-08"	"No"	"Yes"	"disease"	"29.37000"	"35.83000"	" 76.600"	" 6.900"	"0.0695"	" 0.2897"	" 2.0920"	" 0.0326"	" 0.3582"	"0.20823692"	"0.07011268"	" 31672"	" 27312"	"  709"	" 561933"	"0.01"	"0.02750000"	"0.31500000"	"0.05666667"	"0.04800000"	"0.10000000"	"0.16000000"	"0.37500000"	"0.06200000"	"0.04000000"	"0.0600000"	"0.08750000"	"FALSE"
"808b"	"8/6/20"	"Yawzi"	"Benthic"	"benthic"	"H2"	" 60171"	" 8.40"	"2020August"	"2020-08"	"No"	"Yes"	"disease"	NA	NA	" 80.600"	" 8.000"	"0.0575"	"-0.0050"	" 1.4052"	" 0.0227"	" 0.2312"	"0.22517927"	"0.06730626"	" 39117"	" 63094"	"  932"	" 632906"	"0.00"	"0.06000000"	"0.01000000"	"0.01666667"	"0.15166667"	"0.18666667"	"0.02800000"	"0.17833333"	"0.03666667"	"0.06000000"	"0.1266667"	"0.16333333"	"FALSE"
"483"	"11/29/17"	"Europa"	"Surface"	"surface"	"H2"	" 55117"	" 0.50"	"2017November"	"2017-11"	"No"	"No"	"hurricane"	"28.18000"	"34.62000"	" 75.784"	" 7.240"	"0.1572"	" 0.1985"	" 2.0215"	" 0.0238"	" 0.1919"	NA	NA	" 24694"	" 49036"	"  731"	" 573525"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI119"	"10/28/16"	"Dittlif"	"Benthic"	"benthic"	"L2"	" 53895"	" 8.41"	"2016October"	"2016-10"	"Yes"	"No"	"historic"	"29.51000"	"35.73000"	" 87.695"	" 5.512"	"0.0542"	" 0.3764"	" 1.2634"	" 0.0257"	" 0.0525"	"0.25000000"	NA	" 19842"	" 62747"	" 1392"	" 632573"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI26"	"6/10/16"	"Europa"	"Surface"	"surface"	"L2"	" 60414"	" 0.50"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.78000"	"36.46000"	" 82.128"	" 5.311"	"0.0332"	" 0.0167"	" 1.0209"	" 0.0057"	" 0.0099"	"0.46600000"	NA	" 67613"	" 54253"	"  788"	" 564230"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"845"	"8/8/20"	"Tektite"	"Benthic"	"benthic"	"G2"	" 56990"	"13.00"	"2020August"	"2020-08"	"No"	"Yes"	"disease"	"29.40000"	"35.79000"	" 77.500"	" 7.700"	"0.0612"	" 0.0975"	" 1.8609"	" 0.0151"	" 0.4648"	"0.16896146"	"0.07698227"	" 40285"	" 24515"	"  499"	" 529815"	"0.00"	"0.03400000"	"0.05666667"	"0.01000000"	"0.24833333"	"0.36000000"	"0.01000000"	"0.10666667"	"0.02333333"	"0.02500000"	"0.0800000"	"0.09333333"	"FALSE"
"932"	"1/19/21"	"Cocoloba"	"Surface"	"surface"	"G2"	" 69302"	" 0.50"	"2021January"	"2021-01"	"No"	"Yes"	"disease"	"26.81000"	"35.81000"	" 75.400"	" 9.300"	"0.0867"	" 0.3821"	" 1.0698"	" 0.0467"	" 0.9264"	NA	NA	"  9796"	" 37029"	"  657"	" 544443"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"931"	"1/19/21"	"Cocoloba"	"Benthic"	"benthic"	"F2"	" 47423"	" 7.00"	"2021January"	"2021-01"	"No"	"Yes"	"disease"	"26.74000"	"35.81000"	" 72.700"	" 7.500"	"0.0785"	" 0.2399"	" 0.5944"	" 0.0138"	" 0.4482"	"0.25382725"	"0.11541370"	" 10045"	" 37173"	"  788"	" 567291"	"0.00"	"0.01000000"	"0.02000000"	"0.00000000"	"0.10250000"	"0.32000000"	"0.03000000"	"0.03333333"	"0.08000000"	"0.04000000"	"0.1450000"	"0.26000000"	"FALSE"
"866"	"8/9/20"	"Dittlif"	"Benthic"	"benthic"	"F2"	" 52780"	" 8.50"	"2020August"	"2020-08"	"No"	"Yes"	"disease"	"29.49000"	"35.73000"	" 72.100"	" 7.500"	"0.0698"	" 0.4371"	" 2.3811"	" 0.0592"	" 0.2684"	"0.18112915"	"0.14034220"	" 16676"	" 14995"	"  630"	" 486536"	"0.00"	"0.04000000"	"0.06000000"	"0.07500000"	"0.10750000"	"0.39000000"	"0.01666667"	"0.03666667"	"0.06750000"	"0.04000000"	"0.1225000"	"0.14000000"	"FALSE"
"246"	"3/25/17"	"Ram Head"	"Surface"	"surface"	"F2"	" 51441"	" 0.50"	"2017March"	"2017-03"	"Yes"	"No"	"historic"	"26.52000"	"36.88000"	" 70.722"	" 5.966"	"0.1763"	" 0.3152"	" 1.2116"	" 0.0172"	" 0.1362"	NA	NA	" 22148"	" 55913"	" 1223"	" 493200"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"338"	"7/26/17"	"Yawzi"	"Surface"	"surface"	"F2"	" 48456"	" 0.50"	"2017July"	"2017-07"	"Yes"	"No"	"historic"	"29.30000"	"35.00000"	" 73.399"	" 7.335"	"0.1526"	" 0.3152"	" 1.8891"	" 0.0114"	" 0.0549"	NA	NA	" 74475"	" 53114"	" 1941"	" 644653"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"928"	"1/19/21"	"Dittlif"	"Surface"	"surface"	"F2"	" 45810"	" 0.50"	"2021January"	"2021-01"	"No"	"Yes"	"disease"	"26.84000"	"35.79000"	" 69.900"	" 8.100"	"0.0744"	" 0.2705"	" 0.6654"	" 0.0336"	" 0.5011"	NA	NA	"  3821"	" 15547"	"  368"	" 492130"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"642"	"11/6/18"	"Europa"	"Surface"	"surface"	"G2"	" 66742"	" 0.50"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.52000"	"33.07000"	" 85.505"	" 5.327"	"0.1560"	" 0.3597"	" 3.1322"	" 0.0365"	" 0.2059"	NA	NA	" 94767"	" 79327"	" 2222"	" 922205"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"953"	"1/24/21"	"Yawzi"	"Benthic"	"benthic"	"G2"	" 54256"	" 7.00"	"2021January"	"2021-01"	"No"	"Yes"	"disease"	"26.79000"	"35.74000"	" 83.200"	" 5.900"	"0.0742"	" 0.1038"	" 0.3636"	" 0.0217"	" 3.9467"	"0.27662242"	"0.11327566"	" 19053"	" 59693"	" 1169"	" 676946"	"0.00"	"0.02750000"	"0.01000000"	"0.12750000"	"0.13750000"	"0.12750000"	"0.07333333"	"0.02500000"	"0.03250000"	"0.13250000"	"0.1300000"	"0.28000000"	"FALSE"
"USVI65"	"6/11/16"	"Dittlif"	"Surface"	"surface"	"L2"	" 50696"	" 0.50"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.66000"	"36.43000"	" 82.128"	" 6.325"	"0.0259"	" 0.2054"	" 1.2244"	" 0.0299"	" 0.0482"	"0.13200000"	NA	" 41442"	" 30375"	"  984"	" 545963"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"596"	"4/13/18"	"Joels Shoal"	"Surface"	"surface"	"F2"	" 56528"	" 0.50"	"2018April"	"2018-04"	"No"	"No"	"hurricane"	"27.20000"	"36.52000"	" 76.547"	" 6.218"	"0.1771"	" 0.0413"	" 1.2645"	" 0.0259"	" 0.0743"	NA	NA	" 28997"	" 86414"	" 1378"	" 569236"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"511"	"11/30/17"	"Tektite"	"Surface"	"surface"	"H2"	" 56061"	" 0.50"	"2017November"	"2017-11"	"No"	"No"	"hurricane"	NA	NA	" 77.748"	" 6.517"	"0.1543"	" 0.0377"	" 2.3463"	" 0.0155"	" 0.1018"	NA	NA	" 49936"	" 46856"	"  914"	" 616022"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"1150"	"6/27/22"	"Tektite"	"Benthic"	"benthic"	"H2"	" 45557"	" 9.80"	"2022June"	"2022-06"	"No"	"Yes"	"disease"	NA	NA	" 73.900"	" 5.100"	"0.0800"	" 0.1000"	" 0.8000"	" 0.0100"	" 0.3600"	"0.26892135"	"0.13890970"	NA	NA	NA	NA	"0.01"	"0.01500000"	"0.01000000"	"0.00000000"	"0.24500000"	"0.08666667"	"0.02000000"	"0.13500000"	"0.09000000"	"0.04000000"	"0.1675000"	"0.34000000"	"FALSE"
"535"	"4/11/18"	"Booby Rock"	"Benthic"	"benthic"	"F2"	" 50912"	" 9.80"	"2018April"	"2018-04"	"No"	"No"	"hurricane"	"27.18000"	"36.45000"	" 72.872"	" 7.161"	"0.1673"	" 0.0791"	" 1.4227"	" 0.0324"	" 0.1888"	"0.20472566"	"0.08783022"	" 67191"	" 61355"	" 1209"	" 519131"	"0.00"	"0.08000000"	"0.00000000"	"0.01000000"	"0.12666667"	"0.33833333"	"0.02250000"	"0.08200000"	"0.13333333"	"0.02250000"	"0.1716667"	"0.17250000"	"FALSE"
"264"	"3/26/17"	"Sand patch"	"Benthic"	"benthic"	"H2"	" 47475"	" 8.55"	"2017March"	"2017-03"	"Yes"	"No"	"historic"	"26.41000"	"36.69000"	" 79.907"	" 5.518"	"0.1712"	" 0.2336"	" 1.1001"	" 0.0176"	" 0.1970"	"0.21927599"	"0.15198802"	" 11278"	" 39980"	" 1336"	" 463711"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"490"	"11/29/17"	"Yawzi"	"Benthic"	"benthic"	"F2"	" 52531"	" 5.24"	"2017November"	"2017-11"	"No"	"No"	"hurricane"	"28.20000"	"34.80000"	" 76.813"	" 7.923"	"0.1863"	" 0.1155"	" 2.3190"	" 0.0153"	" 0.1461"	"0.68597137"	"0.26891770"	" 56700"	" 83377"	" 1406"	" 773705"	"0.00"	"0.03333333"	"0.00000000"	"0.00000000"	"0.12333333"	"0.29500000"	"0.02250000"	"0.00000000"	"0.06000000"	"0.07833333"	"0.2716667"	"0.14000000"	"FALSE"
"541"	"4/11/18"	"Tektite"	"Surface"	"surface"	"F2"	" 58072"	" 0.50"	"2018April"	"2018-04"	"No"	"No"	"hurricane"	"27.34000"	"36.49000"	" 76.788"	" 6.520"	"0.1917"	" 0.0471"	" 1.4231"	" 0.0218"	" 0.1504"	NA	NA	" 44142"	" 83714"	" 1378"	" 620184"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI122"	"10/28/16"	"Ram Head"	"Surface"	"surface"	"L2"	" 58540"	" 0.50"	"2016October"	"2016-10"	"Yes"	"No"	"historic"	"29.50000"	"35.48000"	" 86.993"	" 5.843"	"0.0353"	" 0.1285"	" 1.3205"	" 0.0254"	" 0.0350"	NA	NA	" 33103"	"109392"	" 2222"	" 768136"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"376"	"7/28/17"	"Europa"	"Benthic"	"benthic"	"H2"	" 63372"	" 8.69"	"2017July"	"2017-07"	"Yes"	"No"	"historic"	"29.24000"	"35.14000"	" 73.850"	" 8.395"	"0.1686"	" 0.3835"	" 1.9952"	" 0.0289"	" 0.0802"	"0.18238963"	"0.10432499"	" 65067"	" 24033"	" 1673"	" 546623"	"0.00"	"0.01500000"	"0.03600000"	"0.00000000"	"0.08833333"	"0.40000000"	"0.02666667"	"0.08400000"	"0.10166667"	"0.04166667"	"0.1733333"	"0.07666667"	"FALSE"
"864"	"8/9/20"	"Europa"	"Surface"	"surface"	"G2"	" 50201"	" 0.50"	"2020August"	"2020-08"	"No"	"Yes"	"disease"	"29.43000"	"35.82000"	" 75.000"	"11.200"	"0.0577"	" 0.1666"	" 1.8931"	" 0.0346"	" 0.2642"	"0.21039322"	"0.07673566"	" 44474"	" 43095"	"  880"	" 680662"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"349"	"7/27/17"	"Tektite"	"Benthic"	"benthic"	"H2"	" 65205"	"11.37"	"2017July"	"2017-07"	"Yes"	"No"	"historic"	"29.25000"	"34.92000"	" 73.694"	" 2.883"	"0.1634"	" 0.2799"	" 2.2285"	" 0.0461"	" 0.0477"	"0.20599091"	"0.12935330"	"100688"	" 20306"	" 1364"	" 720352"	"0.01"	"0.04200000"	"0.08500000"	"0.00000000"	"0.26833333"	"0.30333333"	"0.01600000"	"0.00000000"	"0.01500000"	"0.16400000"	"0.1220000"	"0.11000000"	"FALSE"
"843"	"8/8/20"	"Tektite"	"Benthic"	"benthic"	"H2"	" 44405"	"13.00"	"2020August"	"2020-08"	"No"	"Yes"	"disease"	"29.40000"	"35.79000"	" 77.500"	" 7.700"	"0.0612"	" 0.0975"	" 1.8609"	" 0.0151"	" 0.4648"	"0.19231348"	"0.07749242"	" 40285"	" 24515"	"  499"	" 529815"	"0.00"	"0.03400000"	"0.05666667"	"0.01000000"	"0.24833333"	"0.36000000"	"0.01000000"	"0.10666667"	"0.02333333"	"0.02500000"	"0.0800000"	"0.09333333"	"FALSE"
"414"	"7/29/17"	"Ram Head"	"Benthic"	"benthic"	"H2"	" 58381"	" 8.67"	"2017July"	"2017-07"	"Yes"	"No"	"historic"	"29.26000"	"35.00000"	" 82.599"	" 8.238"	"0.1662"	" 0.2250"	"10.0506"	"-0.0126"	" 0.2068"	"0.13465435"	"0.09581551"	" 76598"	" 25172"	" 1266"	" 567028"	"0.00"	"0.00000000"	"0.03666667"	"0.00000000"	"0.07500000"	"0.22333333"	"0.05000000"	"0.25000000"	"0.08666667"	"0.05666667"	"0.3316667"	"0.11000000"	"FALSE"
"950"	"1/23/21"	"Tektite"	"Surface"	"surface"	"G2"	" 46708"	" 0.50"	"2021January"	"2021-01"	"No"	"Yes"	"disease"	"26.86000"	"35.81000"	" 74.800"	" 6.900"	"0.0700"	" 0.1244"	" 2.4264"	" 0.0323"	" 0.7767"	NA	NA	" 19539"	" 49030"	"  762"	" 548041"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"622"	"11/5/18"	"Booby Rock"	"Surface"	"surface"	"F2"	" 52060"	" 0.50"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.65000"	"33.12000"	" 87.994"	" 3.724"	"0.1509"	" 0.8755"	" 3.5985"	" 0.0084"	" 0.0456"	NA	NA	" 90788"	" 22430"	"  984"	" 884475"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"1110"	"6/25/22"	"Cocoloba"	"Surface"	"surface"	"G2"	" 50186"	" 0.50"	"2022June"	"2022-06"	"No"	"Yes"	"disease"	NA	NA	" 76.200"	" 6.500"	"0.0800"	" 0.2000"	" 0.6000"	" 0.0200"	" 0.3100"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI54"	"6/11/16"	"Joels Shoal"	"Surface"	"surface"	"L2"	" 60138"	" 0.50"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.60000"	"36.41000"	" 81.382"	" 5.252"	"0.0193"	" 0.0351"	" 1.2230"	" 0.0131"	" 0.1511"	"0.17100000"	NA	" 71733"	" 48600"	" 1167"	" 592861"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
